試算番号（明細）,バージョン1,PLANID,品目コード,基本数量単位,数量,販売伝票通貨,標準単価,□S販売単価,契約開始日,契約終了日,解約日,契約期間数,更新期間数,HARIS伝票区分,受注伝票番号,受注明細番号,□前受注伝票番号,□前受注明細番号
QJ01431199,,,UX142F2,個,1,JPY,0,,2016/11/1,2017/10/31,,12,0,1,1431199,400,,
QJ01431271,,,UX149R1,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1434978,2400,,
QJ01431323,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1431323,900,,
QJ01431338,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1431338,500,,
QJ01431391,,,UX149R1,個,1,JPY,0,,2017/1/1,2018/12/31,,24,0,1,1434696,1800,,
QJ01431424,,,UX142A2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1431424,100,,
QJ01431493,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1431493,500,,
QJ01431529,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1431529,800,,
QJ01431595,,,UX142F2,個,1,JPY,0,,2016/11/10,2017/11/9,,12,0,1,1431595,100,,
QJ01431602,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1431602,600,,
QJ01431645,,,UX149R1,個,1,JPY,0,,2017/1/20,2018/1/19,,12,0,1,1448571,2900,,
QJ01431647,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1431647,500,,
QJ01431732,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1431732,400,,
QJ01431776,,,UX149R1,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1435915,2600,,
QJ01431906,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1431906,500,,
QJ01431907,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1431907,500,,
QJ01431913,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1431913,700,,
QJ01432004,,,UX149R1,個,1,JPY,0,,2016/12/27,2017/12/26,,12,0,1,1436356,1500,,
QJ01432065,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1432065,600,,
QJ01432100,,,UX149R1,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1435483,400,,
QJ01432143,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1432143,400,,
QJ01432455,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1432455,500,,
QJ01432511,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1432511,700,,
QJ01432578,,,UX149R1,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1435509,1600,,
QJ01432594,,,UX149R1,個,1,JPY,0,,2017/1/13,2018/1/12,,12,0,1,1442883,2400,,
QJ01432595,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1432595,500,,
QJ01432596,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1432596,500,,
QJ01432672,,,UX142G2,個,1,JPY,0,,2017/1/1,2019/12/31,,36,0,1,1432672,100,,
QJ01432672,,,UX14293,個,1,JPY,0,,2017/1/1,2019/12/31,,36,0,1,1432672,200,,
QJ01432682,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1432682,500,,
QJ01432695,,,UX149R1,個,1,JPY,0,,2017/2/1,2018/1/31,,12,0,1,1447544,3100,,
QJ01432795,,,UX149R1,個,1,JPY,0,,2016/12/27,2017/12/26,,12,0,1,1436505,900,,
QJ01432796,,,UX149R1,個,1,JPY,0,,2016/12/12,2017/12/11,,12,0,1,1433722,2800,,
QJ01432798,,,UX14253,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1432798,100,,
QJ01432936,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1432936,500,,
QJ01432997,,,UX142G2,個,1,JPY,0,,2016/11/1,2017/10/31,,12,0,1,1432997,100,,
QJ01432997,,,UX14293,個,1,JPY,0,,2016/11/1,2017/10/31,,12,0,1,1432997,200,,
QJ01432997,,,UX14353,個,1,JPY,0,,2016/11/1,2017/10/31,,12,0,1,1432997,300,,
QJ01432997,,,UX142E2,個,1,JPY,0,,2016/11/1,2017/10/31,,12,0,1,1432997,400,,
QJ01433035,,,UX149R1,個,1,JPY,0,,2016/12/27,2017/12/26,,12,0,1,1436196,600,,
QJ01433037,,,UX149R1,個,1,JPY,0,,2017/1/12,2018/1/11,,12,0,1,1442208,1400,,
QJ01433098,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1433098,500,,
QJ01433154,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1433154,500,,
QJ01433196,,,UX149R1,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1441754,1800,,
QJ01433236,,,UX149R1,個,1,JPY,0,,2017/1/23,2018/1/22,,12,0,1,1450435,2000,,
QJ01433328,,,UX149R1,個,1,JPY,0,,2016/12/26,2017/12/25,,12,0,1,1434625,2300,,
QJ01433561,,,UX142A2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1433561,100,,
QJ01433649,,,UX14495,個,1,JPY,0,,2016/12/21,2017/12/20,,12,0,1,1433649,100,,
QJ01433791,,,UX149R1,個,1,JPY,0,,2017/1/20,2018/1/19,,12,0,1,1448576,1600,,
QJ01433935,,,UX14383,個,1,JPY,0,,2014/8/1,2019/7/31,,60,0,1,1433935,100,,
QJ01433944,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1433944,400,,
QJ01433959,,,UX142F2,個,1,JPY,0,,2016/12/22,2017/11/30,,11,0,1,1433959,100,,
QJ01434129,,,UX149R1,個,1,JPY,0,,2017/1/5,2018/1/4,,12,0,1,1456622,3400,,
QJ01434154,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1434154,100,,
QJ01434155,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1434155,400,,
QJ01434230,,,UX149R1,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1434873,2000,,
QJ01434289,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1434289,500,,
QJ01434303,,,UX142A2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1434303,100,,
QJ01434338,,,UX149R1,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1436579,1200,,
QJ01434389,,,UX149R1,個,1,JPY,0,,2016/12/15,2017/12/14,,12,0,1,1435230,2300,,
QJ01434581,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1434581,400,,
QJ01434582,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1434582,500,,
QJ01434583,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1434583,400,,
QJ01434584,,,UX149R1,個,1,JPY,0,,2017/1/18,2018/1/17,,12,0,1,1447141,1000,,
QJ01434644,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1434644,400,,
QJ01434740,,,UX149R1,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1436114,900,,
QJ01434842,,,UX142F2,個,1,JPY,0,,2016/11/1,2017/10/31,,12,0,1,1434842,600,,
QJ01434892,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1434892,400,,
QJ01434893,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1434893,700,,
QJ01435049,,,UX142G2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1435049,100,,
QJ01435049,,,UX14353,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1435049,200,,
QJ01435112,,,UX149R1,個,1,JPY,0,,2017/1/16,2018/2/28,,13,0,1,1449180,1200,,
QJ01435238,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1435238,100,,
QJ01435239,,,UX142A2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1435239,100,,
QJ01435243,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1435243,400,,
