success,id,accountId,accountNumber,accountName,invoiceOwnerAccountId,invoiceOwnerAccountNumber,invoiceOwnerAccountName,subscriptionNumber,termType,invoiceSeparately,contractEffectiveDate,serviceActivationDate,customerAcceptanceDate,subscriptionStartDate,termStartDate,termEndDate,initialTerm,initialTermPeriodType,currentTerm,currentTermPeriodType,autoRenew,renewalSetting,renewalTerm,renewalTermPeriodType,contractedMrr,totalContractedValue,notes,status, OfferDate__c,CancellationOfferDate__c,QuoteNumber__QT,QuoteBusinessType__QT,ParentSubscriptionNumber__c,OpportunityName__QT,LicenseOfferDate__c,BillingStartDate__c,OrderNumber__c,ERPQuoteNumber__c,OpportunityCloseDate__QT,AutoRenewVersion__c,TrialOfferDate__c,ChildCanceledFlag__c,ERPQuoteDetailsNumber__c,ServiceStartDate__c,CpqBundleJsonId__QT,ProcessStatus__c,QuoteType__QT,OrderDetailsNumber__c,NeTTSSyncFlag__c,record_Id,id,productId,productName,productSku,productRatePlanId,ratePlanName,ParentCode__c,BillingFlag__c,NeTTSProduct__c,ProductCode__c,RequiredLicense__c,NeTTSUnit__c,ratePlans_Id,record_Id,id,originalChargeId,productRatePlanChargeId,number,name,type,model,uom,version,pricingSummary,priceChangeOption,priceIncreasePercentage,currency,price,tiers,includedUnits,overagePrice,discountPercentage,discountAmount,applyDiscountTo,discountLevel,discountClass,billingDay,listPriceBase,billingPeriod,specificBillingPeriod,billingTiming,billingPeriodAlignment,quantity,smoothingModel,numberOfPeriods,overageCalculationOption,overageUnusedUnitsCreditOption,unusedUnitsCreditRates,usageRecordRatingOption,segment,effectiveStartDate,effectiveEndDate,processedThroughDate,chargedThroughDate,done,triggerDate,triggerEvent,endDateCondition,upToPeriodsType,upToPeriods,specificEndDate,mrr,dmrc,tcv,dtcv,description,UserPriceTotal__c,UserPrice__c,EffectivePriceTotal__c,ratePlans_Id,tier,startingUnit,endingUnit,price,priceFormat,ratePlanCharges_Id,tier,startingUnit,endingUnit,price,priceFormat,
TRUE,2c92c0f85e71f96b015e78ece0ca1aa6,,A00018000,ななほし動物病院,,A00018000,ななほし動物病院,A-S00019626,TERMED,FALSE,2012-01-01,2012-01-01,2012-01-01,2012-01-01,2012-01-01,2018-01-01,72,Month,72,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,0,Month,0,0,,Active,,,QJ00087332,,,,,,122507,8000026706,,0,,0,,2012-01-01,,1,,200,0,0,2c92c0f85e5019d7015e56d8921549a9,2c92c0f95d4e8c14015d588b69494e75,品目【共通】,SKU-00000017,2c92c0f85d5964da015d5fd3c31a55cc,UXA40T2 ウェブサイト開設サポート,UXA40T2,FALSE,0,LGCY03,TRUE,0,0,0,2c92c0f85e5019d7015e56d8921f49aa,2c92c0f85e5019d7015e56d8921f49aa,2c92c0f85d5964da015d5fd3c32455ce,C-00008210,ウェブサイト開設サポート,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,2012-01-01,2018-01-01,,,FALSE,,CustomerAcceptance,Subscription_End,,,,0,0,0,0,親に内包,0,0,0,0,,,,,,,,,,,,
