試算番号（明細）,バージョン1,PLANID,品目コード,基本数量単位,数量,販売伝票通貨,標準単価,□S販売単価,契約開始日,契約終了日,解約日,契約期間数,更新期間数,HARIS伝票区分,受注伝票番号,受注明細番号,□前受注伝票番号,□前受注明細番号
QJ00016852,,,UXA40T0,個,1,JPY,0,,2010/08/01,2013/07/31,,36,0,1,16852,10,,
QJ00016853,,,UXA40T0,個,1,JPY,0,,2010/07/01,2013/06/30,,36,0,1,16853,10,,
QJ00016854,,,UXA40T0,個,1,JPY,0,,2010/09/01,2013/08/31,,36,0,1,16854,10,,
QJ00016855,,,UXA40T0,個,1,JPY,0,,2010/09/01,2013/08/31,,36,0,1,16855,10,,
QJ00016856,,,UXA40T0,個,1,JPY,0,,2010/09/01,2013/08/31,,36,0,1,16856,10,,
QJ00016857,,,UXA40T0,個,1,JPY,0,,2010/09/01,2013/08/31,,36,0,1,16857,10,,
QJ00016858,,,UXA40T0,個,1,JPY,0,,2010/09/01,2013/08/31,,36,0,1,16858,10,,
QJ00016859,,,UXA40T0,個,1,JPY,0,,2010/09/01,2013/08/31,,36,0,1,16859,10,,
QJ00016860,,,UXA40T0,個,1,JPY,0,,2010/09/01,2013/08/31,,36,0,1,16860,10,,
QJ00016861,,,UXA40T0,個,1,JPY,0,,2010/09/01,2013/08/31,,36,0,1,16861,10,,
QJ00016862,,,UXA40T0,個,1,JPY,0,,2010/09/01,2013/08/31,,36,0,1,16862,10,,
QJ00016863,,,UXA40T0,個,1,JPY,0,,2010/09/01,2013/08/31,,36,0,1,16863,10,,
QJ00016864,,,UXA40T0,個,1,JPY,0,,2010/10/01,2013/09/30,,36,0,1,16864,10,,
QJ00016865,,,UXA40T0,個,1,JPY,0,,2010/09/01,2013/08/31,,36,0,1,16865,10,,
QJ00016866,,,UXA40T0,個,1,JPY,0,,2010/10/01,2013/09/30,,36,0,1,16866,10,,
QJ00016867,,,UXA40T0,個,1,JPY,0,,2010/10/01,2013/09/30,,36,0,1,16867,10,,
QJ00016868,,,UXA40T0,個,1,JPY,0,,2010/10/01,2013/09/30,,36,0,1,16868,10,,
QJ00016869,,,UXA40T0,個,1,JPY,0,,2010/10/01,2013/09/30,,36,0,1,16869,10,,
QJ00016870,,,UXA40T0,個,1,JPY,0,,2010/10/01,2013/09/30,,36,0,1,16870,10,,
QJ00016871,,,UXA40T0,個,1,JPY,0,,2010/11/01,2013/10/31,,36,0,1,16871,10,,
QJ00016872,,,UXA40T0,個,1,JPY,0,,2010/11/01,2013/10/31,,36,0,1,16872,10,,
QJ00016873,,,UXA40T0,個,1,JPY,0,,2010/11/01,2013/10/31,,36,0,1,16873,10,,
QJ00016874,,,UXA40T0,個,1,JPY,0,,2010/11/01,2013/10/31,,36,0,1,16874,10,,
QJ00016875,,,UXA40T0,個,1,JPY,0,,2010/12/01,2013/11/30,,36,0,1,16875,10,,
QJ00016876,,,UXA40T0,個,1,JPY,0,,2010/12/01,2013/11/30,,36,0,1,16876,10,,
QJ00016877,,,UXA40T0,個,1,JPY,0,,2010/12/01,2013/11/30,,36,0,1,16877,10,,
QJ00016878,,,UXA40T0,個,1,JPY,0,,2010/12/01,2013/11/30,,36,0,1,16878,10,,
QJ00016879,,,UXA40T0,個,1,JPY,0,,2010/12/01,2013/11/30,,36,0,1,16879,10,,
QJ00016880,,,UXA40T0,個,1,JPY,0,,2010/12/01,2013/11/30,,36,0,1,16880,10,,
QJ00016881,,,UXA40T0,個,1,JPY,0,,2011/01/01,2013/12/31,,36,0,1,16881,10,,
QJ00016882,,,UXA40T0,個,1,JPY,0,,2011/01/01,2013/12/31,,36,0,1,16882,10,,
QJ00016883,,,UXA40T0,個,1,JPY,0,,2011/02/01,2014/01/31,,36,0,1,16883,10,,
QJ00016884,,,UXA40T0,個,1,JPY,0,,2011/01/01,2013/12/31,,36,0,1,16884,10,,
QJ00016885,,,UXA40T0,個,1,JPY,0,,2011/01/01,2013/12/31,,36,0,1,16885,10,,
QJ00016886,,,UXA40T0,個,1,JPY,0,,2011/02/01,2014/01/31,,36,0,1,16886,10,,
QJ00016887,,,UXA40T0,個,1,JPY,0,,2011/01/01,2013/12/31,,36,0,1,16887,10,,
QJ00016888,,,UXA40T0,個,1,JPY,0,,2011/01/01,2013/12/31,,36,0,1,16888,10,,
QJ00016889,,,UXA40T0,個,1,JPY,0,,2011/02/01,2014/01/31,,36,0,1,16889,10,,
QJ00016890,,,UXA40T0,個,1,JPY,0,,2011/02/01,2014/01/31,,36,0,1,16890,10,,
QJ00016891,,,UXA40T0,個,1,JPY,0,,2011/03/01,2014/02/28,,36,0,1,16891,10,,
QJ00016892,,,UXA40T0,個,1,JPY,0,,2011/02/01,2014/01/31,,36,0,1,16892,10,,
QJ00016893,,,UXA40T0,個,1,JPY,0,,2011/02/01,2014/01/31,,36,0,1,16893,10,,
QJ00016894,,,UXA40T0,個,1,JPY,0,,2011/02/01,2014/01/31,,36,0,1,16894,10,,
QJ00016895,,,UXA40T0,個,1,JPY,0,,2011/03/01,2014/02/28,,36,0,1,16895,10,,
QJ00016896,,,UXA40T0,個,1,JPY,0,,2011/03/01,2014/02/28,,36,0,1,16896,10,,
QJ00016897,,,UXA40T0,個,1,JPY,0,,2011/03/01,2014/02/28,,36,0,1,16897,10,,
QJ00016898,,,UXA40T0,個,1,JPY,0,,2011/03/01,2014/02/28,,36,0,1,16898,10,,
QJ00016899,,,UXA40T0,個,1,JPY,0,,2011/03/01,2014/02/28,,36,0,1,16899,10,,
QJ00016900,,,UXA40T0,個,1,JPY,0,,2011/03/01,2014/02/28,,36,0,1,16900,10,,
QJ00016901,,,UXA40T0,個,1,JPY,0,,2011/03/01,2014/02/28,,36,0,1,16901,10,,
QJ00016902,,,UXA40T0,個,1,JPY,0,,2011/03/01,2014/02/28,,36,0,1,16902,10,,
QJ00016903,,,UXA40T0,個,1,JPY,0,,2011/03/01,2014/02/28,,36,0,1,16903,10,,
QJ00016904,,,UXA40T0,個,1,JPY,0,,2011/03/01,2014/02/28,,36,0,1,16904,10,,
QJ00016905,,,UXA40T0,個,1,JPY,0,,2011/03/01,2014/02/28,,36,0,1,16905,10,,
QJ00016906,,,UXA40T0,個,1,JPY,0,,2011/03/01,2014/02/28,,36,0,1,16906,10,,
QJ00016907,,,UXA40T0,個,1,JPY,0,,2011/03/01,2014/02/28,,36,0,1,16907,10,,
QJ00016908,,,UXA40T0,個,1,JPY,0,,2011/04/01,2014/03/31,,36,0,1,16908,10,,
QJ00016909,,,UXA40T0,個,1,JPY,0,,2011/04/01,2014/03/31,,36,0,1,16909,10,,
QJ00016910,,,UXA40T0,個,1,JPY,0,,2011/04/01,2014/03/31,,36,0,1,16910,10,,
